asset_name,asset_category,description,model,serial_number,date_of_acquisition,age_at_time_of_acquisition,purchase_value,depreciation_percentage,lpo_number,dig_funder_name,project_name,acquisition_name,current_condition,date_of_disposal,comments
Monitor,Display Monitor,HP monitor N223v,Galaxy A7,1CR8190JZ1,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPN246V,E190I,1CR8210CL4,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPN246V,Galaxy A7,1CR8210CL9,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPN246V,Galaxy A7,1CR8210CLB,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP Monitor N246V,Galaxy A7,1CR8210CLG,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR - HPN246V,800G2 SFF,1CR8210CLS,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,Monitor HP N246V,24MH,1CR8300100,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,Hp monitor Hp N246v,800G2 SFF,1CR8300119,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPN246V,E190I,1CR8740CXP,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR,HPN246V,1CR93907SG,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Donated through dispostion,,Toshiba Max Ltd
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T31G,201044D120010742,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T31G,201044D120011552,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T31G,201044D120012278,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T31G,201044D120012578,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T-46U,201044D120012944,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T-46U,201044D120013217,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
FAN,Office Equipment,Von fan,VSNJ6622k,201VSNJ6622K0884,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Monitor,Display Monitor,HP EYE EASE MONITOR,P196 GA WXGA,21010903040GT,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
FAN,Office Equipment,Von fan,NA,210VSNJ6622A0874,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
FAN,Office Equipment,Von fan,VSNJ6622k,210VSNJ6622k0397,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
FAN,Office Equipment,Von fan,RT28K3032S8,210VSNJ6622K0607,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Donation,Faulty,,Pathfinder International
FAN,Office Equipment,Von fan,N/A,210VSNJ6622K407,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
CONFERENCE VIDEO,Computer and ICT Accessories,LOGITECH GROUP VIDEO SYSTEM,N/A,2121LZ52H578,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Scanner,Scanner,HP Scanner,,2789-15-5037,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
UPS,Power Backups,APC BACK UPS UNIVERSAL OUTLET,430 G3,3B1807X21566,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Monitor,Display Monitor,HP Monitor G4 WXGA,290 G4,3C22130Y4W,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP MONITOR 24MH,Galaxy A7,3CE0361HW,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,Monitor HP 24MH,800G2 SFF,3CM03110BG,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR 24MH,E190I,3CM03320TD,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP DISPLAY 24MH,Galaxy A7,3CM0380TWS,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Faulty,,Toshiba Max Ltd
Monitor,Display Monitor,HP DISPLAY 24MH,24MH,3CM0380V5Z,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP monitor HP 24mh,Galaxy A7,3CM0460BHK,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPP24G4,E190I,3CM05128PK,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HP24MH,HP24VG4FHD,3CM1060G0F,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR - HPP24G4,HP24MH,3CM10813FT,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR - HPM24FFHD,HPP24V,3CM11501QM,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR - HPZHAND24,HP240MONITOR,3CM1161ZCH,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR - M24F FHD,E190I,3CM1180C0J,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP V20 HDI MONITOR,800G2 SFF,3CQ1110GVB,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP Monitor - HP P19bG4 WXGA,Hp P19B,3CQ218021L8,6/6/2023,2.9, -   ,20,PO-23-01598,LVCT Health,Stawisha,Purchase,Good,,DIAL UP ASSOCIATES COMPANY LTD
Monitor,Display Monitor,HP Monitor G4 WXGA,HP 14s-dq5012nia,3CQ23917MD,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ23917QS,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,290 G4,3CQ2391BIF,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,Neo 30a-24 AIO,3CQ2391BIK,8/11/2023,2.72, -   ,20,PO-23-01759,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ2391BIM,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,Spectre X360,3CQ2391CB8,8/10/2023,2.72,,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,Hp monitor P19b G4,HP P19b,3CQ2391CB9,6/6/2023,2.9,,20,PO-23-01598,LVCT Health,Stawisha,Purchase,Good ,,DIAL UP ASSOCIATES COMPANY LTD
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ2391CRD,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,290 G4,3CQ2391D02,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ2391DIH,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ2391DIL,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor P19b WXGA,430 G8,3CQ24603PF,8/10/2023,2.72,,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good ,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,Monitor HP P19B,P19b G4,3CQ24603PG,6/6/2023,2.9,,20,PO-23-01598,LVCT Health,Stawisha,Purchase,Good ,,DIAL UP ASSOCIATES COMPANY LTD
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ24603PH,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor G4 WXGA,290 G4,3CQ24603PJ,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,HP Monitor ,Elite 650 Pro,3CQ24603PM,6/6/2023,2.9,,20,PO-23-01598,LVCT Health,Stawisha,Purchase,Good ,,DIAL UP ASSOCIATES COMPANY LTD
Monitor,Display Monitor,HP Monitor G4 WXGA,G4 WXGA,3CQ24603PZ,8/10/2023,2.72, -   ,20,PO-23-01758,LVCT Health,Stawisha,Purchase,Good,,BRIGHT TECHNOLOGIES LIMITED
Monitor,Display Monitor,Hp monitor P19b G4,N91X741,3CQ246603PW,7/14/2022,3.8,,20,10471,LVCT Health,Stawisha,Purchase,Good ,,ATOZ COMPUTERS 
Monitor,Display Monitor,Hp monitor hpv193,290 G4,3CQ4452B7R,7/14/2022,3.8,,20,10471,LVCT Health,Stawisha,Purchase,Good,,ATOZ COMPUTERS 
Monitor,Display Monitor,HP MONITOR V193,BV8001-MSX,3CQ5172NF8,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Monitor,Display Monitor,Hp monitor V193,hpv193,3CQ5211466,7/14/2022,3.8,,20,10471,LVCT Health,Stawisha,Purchase,Good ,,ATOZ COMPUTERS 
Monitor,Display Monitor,HP MONITOR,400 G7,3CQ6123Z8P,7/14/2022,3.8,,20,10471,LVCT Health,Stawisha,Purchase,Good ,,ATOZ COMPUTERS 
Monitor,Display Monitor,HP MONITOR P196 GA WXGA,HP P244,3CQO251Y50,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
LAPTOP,Laptop,Hp Spectre X360,HP P19b WXGA,5CD0115G27,8/10/2023,2.72,,20,N/A,LVCT Health,Stawisha,Warranty Replacement,Good,,ATOZ COMPUTERS 
Laptop,Laptop,HP Probook 430 G3,430 G3,5CD62089QM,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Faulty,,Pathfinder International
Laptop,Laptop,HP Probook 430 G3,430 G1,5CD62089QN,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP Probook 430 G3,WEST POINT,5CD62089QV,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP Probook 430 G3,430 G4,5CD62089QY,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP Probook 430 G3,430 G4,5CD62089R3,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP PROBOOK,840 G4,5CD62089RO,7/1/2021,4.83, -   ,20,N/A,Pathfinder International,Stawisha,Purchase,Faulty,,Pathfinder International
Laptop,Laptop,HP Probook 830 G2,430 G4,5CD6253LYR,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP Probook 430 G4,Spectre X360 2020,5CD724BH39,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Donated to exiting staff,,Pathfinder International
Laptop,Laptop,HP Elitebook 840 G4,N/A,5cg8070g67,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,ELITEBOOK,MFP M283fdw,5CG81100BT,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Faulty,,Pathfinder International
Monitor,Display Monitor,HP MONITOR HP240H,,6CM0251F27,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP MONITOR HPHQTRE,HPP24G4,74006701002JN,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,801203E040610059,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,801203E040611060,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,801203E04C607876,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,8109115091005130-A,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,8109115091005132-Z,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T42G,8109115091005193-X,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T48G,8109115091005194-V,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T48G,8109115091005197-V,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,T48G,8109315101106655-1,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
TELEPHONE HEAD SET,Computer and ICT Accessories,YEALINK TELEPHONE HEAD SET,430 G2,8109315101106656-2,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Laptop,Laptop,HP Probook 430 G1,430 G3,8CG42806F3,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
UPS,Power Backups,APC BACK UPS UNIVERSAL OUTLET,S4Q12JA3QB,9B1931A16514,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
UPS,Power Backups,APC BACK UPS UNIVERSAL OUTLET,BX6501-AF,9B1931A16516,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Faulty,,Pathfinder International
UPS,Power Backups,APC BACK UPS UNIVERSAL OUTLET,BV6501-MSX,9B1938A06694,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
UPS,Power Backups,APC 800VA BACK UPS UNIVERSAL OUTLET,430 G4,9B1938A17831,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
UPS,Power Backups,APC 800VA BACK UPS UNIVERSAL OUTLET,430 G4,9B1938A18207,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
ups,Power Backups,APC UPS 650,BV6501-MSX,9B19B38A17807,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good ,,Pathfinder International
UPS,Power Backups,APC BACK UPS UNIVERSAL OUTLET,,9B2015A03757,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Faulty,,Pathfinder International
UPS,Power Backups,APC 800VA BACK UPS UNIVERSAL OUTLET,BV8001-MSX,9B21009A20951,7/1/2021,4.83,,20,N/A,Pathfinder International,Stawisha,Donation,Good,,Pathfinder International
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,C940160PSP,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN40160CQN,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160PSL,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,Galaxy A7,CN40160Q02,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160Q03,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190i,V20,CN40160Q0M,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,E190I,CN40160Q3T,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN40160Q3Z,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP monitor ,HP 24mh,CN40160Q60,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good ,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160Q90,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,elite display,Galaxy A7,CN40160Q91,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160Q92,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160Q95,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN40160Q97,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190i,800G2 SFF,CN40160Q98,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Faulty,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190i,800G2 SFF,CN40160Q99,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,800G2 SFF,CN40160Q9H,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160Q9L,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Faulty,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,N/A,CN40160Q9P,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Faulty,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,HP X24ih,CN40160Q9T,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN40160QBB,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,E190I,CN40160QBF,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Faulty,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160QBH,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,800G2 SFF,CN40160QC,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Donated through dispostion,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160QC2,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160QC3,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160QC4,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190i,800G2 SFF,CN40160QC5,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40160QC7,9/29/2021,4.59,,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160QCK,9/29/2021,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
